streams/0/socket,streams/0/start,streams/0/end,streams/0/seconds,streams/0/bytes,streams/0/bits_per_second,streams/0/retransmits,streams/0/snd_cwnd,streams/0/rtt,streams/0/rttvar,streams/0/pmtu,streams/0/omitted,streams/0/sender,sum/start,sum/end,sum/seconds,sum/bytes,sum/bits_per_second,sum/retransmits,sum/omitted,sum/sender
502,6.000023,7.00003,1.0000070333480835,238050,1904386.6057861159,0,1066022500,1,0,926428721,false,true,6.000023,7.00003,1.0000070333480835,238050,1904386.6057861159,0,false,true
502,7.00003,8.020868,1.0208380222320557,241450,1892170.9007042756,0,1066022500,1,0,809053745,false,true,7.00003,8.020868,1.0208380222320557,241450,1892170.9007042756,0,false,true
502,8.020868,9.000033,0.9791650176048279,225310,1840833.7385348117,0,1066022500,1,0,959983153,false,true,8.020868,9.000033,0.9791650176048279,225310,1840833.7385348117,0,false,true
502,9.000033,10.010418,1.0103850364685059,226990,1797255.4367461705,0,1066022500,1,0,876097073,false,true,9.000033,10.010418,1.0103850364685059,226990,1797255.4367461705,0,false,true
502,10.010418,11.000022,0.9896039962768555,231260,1869515.4899944589,0,1066022500,1,0,808988209,false,true,10.010418,11.000022,0.9896039962768555,231260,1869515.4899944589,0,false,true
502,11.000022,12.000011,0.9999889731407166,234890,1879140.7210203046,0,1066022500,1,0,926428721,false,true,11.000022,12.000011,0.9999889731407166,234890,1879140.7210203046,0,false,true
502,12.000011,13.000023,1.0000120401382446,229020,1832137.9408059095,0,1066022500,1,0,943205937,false,true,12.000011,13.000023,1.0000120401382446,229020,1832137.9408059095,0,false,true
502,13.000023,14.010186,1.0101629495620728,229480,1817370.1587410981,0,1066022500,1,0,859319857,false,true,13.000023,14.010186,1.0101629495620728,229480,1817370.1587410981,0,false,true
502,14.010186,15.008023,0.9978370070457458,230650,1849199.8061517144,0,1066022500,1,0,842542641,false,true,14.010186,15.008023,0.9978370070457458,230650,1849199.8061517144,0,false,true
502,15.008023,16.000027,0.9920039772987366,231210,1864589.298358205,0,1066022500,1,0,892874289,false,true,15.008023,16.000027,0.9920039772987366,231210,1864589.298358205,0,false,true
502,16.000027,17.009596,1.0095690488815308,229780,1820816.5177374715,0,1066022500,1,0,909651505,false,true,16.000027,17.009596,1.0095690488815308,229780,1820816.5177374715,0,false,true
502,17.009596,18.00001,0.990414023399353,231240,1867824.9260350773,0,1066022500,1,0,842542641,false,true,17.009596,18.00001,0.990414023399353,231240,1867824.9260350773,0,false,true
502,18.00001,19.002676,1.0026659965515137,225380,1798245.8826780068,0,1066022500,1,0,926428721,false,true,18.00001,19.002676,1.0026659965515137,225380,1798245.8826780068,0,false,true
502,19.002676,20.001306,0.9986299872398376,235470,1886344.315782682,0,1066022500,1,0,808988209,false,true,19.002676,20.001306,0.9986299872398376,235470,1886344.315782682,0,false,true
502,20.001306,21.006974,1.005668044090271,233840,1860176.4379341062,0,1066022500,1,0,959983153,false,true,20.001306,21.006974,1.005668044090271,233840,1860176.4379341062,0,false,true
502,21.006974,22.00001,0.9930359721183777,235880,1900273.5580409064,0,1066022500,1,0,909651505,false,true,21.006974,22.00001,0.9930359721183777,235880,1900273.5580409064,0,false,true
502,22.00001,23.000032,1.000022053718567,234630,1876998.6052010104,0,1066022500,1,0,809053745,false,true,22.00001,23.000032,1.000022053718567,234630,1876998.6052010104,0,false,true
502,23.000032,24.000033,1.0000009536743164,235070,1880558.206559938,0,1066022500,1,0,943205937,false,true,23.000032,24.000033,1.0000009536743164,235070,1880558.206559938,0,false,true
502,24.000033,25.000015,0.9999819993972778,232860,1862913.5335664235,0,1066022500,1,0,943205937,false,true,24.000033,25.000015,0.9999819993972778,232860,1862913.5335664235,0,false,true
